name,club,league,country,age,position,secondary_position,market_value_million,overall_rating,potential,preferred_foot,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physical,play_style,work_rate,weak_foot,skill_moves
L. Jones,Wolfsburg,Bundesliga,Germany,25,LM,,46.0,83,88,Left,178,80,94,79,81,86,55,51,Inverted Winger,High/Medium,2,2
J. Santos,Wolfsburg,Bundesliga,Germany,32,RB,LWB,14.5,74,77,Right,183,79,95,62,84,72,79,74,Traditional Winger,Low/Medium,3,5
M. Oliveira,Wolfsburg,Bundesliga,Germany,25,CAM,,33.0,79,82,Right,174,79,91,75,85,84,38,59,Inverted Winger,Medium/Medium,2,5
M. Russo,Wolfsburg,Bundesliga,Germany,23,CB,CDM,50.9,81,91,Right,195,96,64,53,73,60,82,83,Ball Playing Defender,High/Medium,4,3
D. Jones,Wolfsburg,Bundesliga,Germany,27,LW,ST,37.1,81,85,Right,176,79,84,80,90,84,34,62,Creative Playmaker,Low/Medium,2,1
J. Lopez,Wolfsburg,Bundesliga,Germany,27,ST,CF,32.6,81,82,Left,194,89,85,83,69,81,50,73,Poacher,Medium/Medium,4,4
D. Dubois,Wolfsburg,Bundesliga,Germany,30,GK,,15.5,75,77,Right,195,91,30,25,70,32,28,60,Sweeper Keeper,Low/Medium,5,1
B. Oliveira,Wolfsburg,Bundesliga,Germany,27,GK,,16.6,74,76,Right,193,98,33,17,70,35,23,81,Sweeper Keeper,Low/Medium,3,1
L. Muller,Wolfsburg,Bundesliga,Germany,23,LB,LWB,43.9,80,87,Right,177,76,89,59,82,70,85,74,Press Resistant,Medium/High,3,4
J. Esposito,Wolfsburg,Bundesliga,Germany,18,RB,,57.9,79,93,Right,178,74,94,64,80,85,78,67,Traditional Winger,Medium/Medium,3,5
J. Laurent,Wolfsburg,Bundesliga,Germany,21,CM,CAM,46.3,77,89,Right,189,93,80,72,78,78,73,85,Deep Playmaker,High/High,2,3
J. Moreau,Wolfsburg,Bundesliga,Germany,21,RB,CB,36.3,76,83,Right,173,78,95,59,72,74,71,66,Traditional Winger,High/High,5,2
M. Evans,Wolfsburg,Bundesliga,Germany,26,CM,CAM,18.3,73,77,Right,185,80,74,64,73,78,75,70,Ball Winner,Medium/Medium,2,5
P. Costa,Wolfsburg,Bundesliga,Germany,27,LM,,19.1,75,77,Right,183,86,83,85,86,79,52,62,Creative Playmaker,Low/Medium,4,1
B. Lopez,Wolfsburg,Bundesliga,Germany,28,CDM,,32.9,81,83,Right,175,75,85,74,84,78,66,75,Press Resistant,High/High,3,4
J. Evans,Wolfsburg,Bundesliga,Germany,31,RW,LM,31.5,82,83,Left,182,87,83,78,81,85,54,66,Inverted Winger,High/Medium,2,4
L. Esposito,Wolfsburg,Bundesliga,Germany,32,CAM,,34.5,82,85,Right,180,79,84,86,84,85,52,66,Traditional Winger,Low/Medium,2,3
O. Martinez,Wolfsburg,Bundesliga,Germany,22,CM,CDM,33.1,74,83,Right,177,75,84,71,78,83,65,75,Deep Playmaker,Medium/High,4,4
J. Martinez,Wolfsburg,Bundesliga,Germany,22,CDM,,46.1,81,87,Left,185,88,65,76,82,83,81,81,Deep Playmaker,High/Low,3,1
D. Popovic,Wolfsburg,Bundesliga,Germany,21,CDM,,41.3,75,87,Right,180,76,68,74,75,87,84,83,Box to Box,Medium/High,4,4
M. Laurent,Wolfsburg,Bundesliga,Germany,33,RM,,29.5,80,83,Right,177,78,88,72,79,83,35,57,Inverted Winger,High/Low,2,4
J. Davies,Wolfsburg,Bundesliga,Germany,23,ST,LW,26.9,72,81,Right,184,79,76,78,78,90,45,84,Poacher,High/Low,3,5
G. Simon,Marseille,Ligue 1,France,18,CM,CDM,58.9,80,93,Right,174,70,72,76,84,81,58,74,Deep Playmaker,Low/Medium,4,3
T. Johnson,Marseille,Ligue 1,France,21,CB,RB,31.3,74,81,Right,193,98,76,53,60,53,78,77,Ball Winner,High/Low,4,1
M. Moreau,Marseille,Ligue 1,France,33,GK,,37.0,83,86,Right,190,88,56,22,77,49,29,82,Sweeper Keeper,High/Low,5,1
G. Lopez,Marseille,Ligue 1,France,33,CB,CDM,13.5,73,77,Right,193,98,70,41,75,51,78,77,Ball Winner,Low/Medium,5,1
J. Rossi,Marseille,Ligue 1,France,21,RW,CAM,40.8,76,86,Left,165,60,83,85,77,81,32,50,Traditional Winger,Low/Medium,5,1
G. Popovic,Marseille,Ligue 1,France,31,CF,,18.5,75,79,Right,181,86,76,78,78,82,27,87,Target Man,Medium/High,3,2
S. Rodriguez,Marseille,Ligue 1,France,34,CM,CDM,24.0,79,80,Right,181,77,80,68,84,83,60,83,Press Resistant,High/Medium,3,3
J. Laurent,Marseille,Ligue 1,France,24,CDM,,41.7,79,87,Right,172,77,69,72,81,83,77,76,Ball Winner,High/High,2,4
A. Santos,Marseille,Ligue 1,France,21,RM,,55.8,82,92,Right,180,82,89,80,90,87,36,68,Traditional Winger,Low/Medium,4,3
P. Williams,Marseille,Ligue 1,France,26,RW,LM,22.8,73,80,Right,178,79,94,78,85,79,37,57,Inverted Winger,High/Low,2,4
M. Laurent,Marseille,Ligue 1,France,32,CB,CDM,12.0,73,76,Right,184,79,67,44,74,63,77,72,Ball Playing Defender,Medium/Medium,4,2
N. Simon,Marseille,Ligue 1,France,17,RM,,57.1,77,93,Right,174,69,83,81,84,82,50,58,Creative Playmaker,Medium/High,4,2
J. Jones,Marseille,Ligue 1,France,21,CB,,28.8,73,80,Right,189,85,74,45,72,54,78,79,Ball Playing Defender,Medium/Medium,5,5
T. Taylor,Marseille,Ligue 1,France,23,CB,,38.4,79,84,Left,194,96,78,47,69,52,84,79,Ball Playing Defender,High/Medium,4,4
M. Kovacic,Marseille,Ligue 1,France,25,CF,,28.5,76,81,Right,193,90,75,80,80,89,25,79,Target Man,High/Medium,5,1
J. Taylor,Marseille,Ligue 1,France,19,ST,LW,50.2,77,90,Left,177,74,83,83,70,85,49,77,Poacher,High/Medium,5,2
T. Bianchi,Marseille,Ligue 1,France,21,GK,,46.8,79,88,Left,187,91,34,27,74,33,20,68,Sweeper Keeper,High/High,4,1
K. Weber,Marseille,Ligue 1,France,17,CM,CAM,49.1,75,89,Right,173,69,75,74,80,78,69,81,Ball Winner,High/Low,3,1
G. Muller,Marseille,Ligue 1,France,22,LM,,26.6,72,80,Right,168,70,90,81,78,76,36,66,Creative Playmaker,Medium/High,3,2
J. Garcia,Marseille,Ligue 1,France,22,CAM,,34.6,74,84,Right,183,83,95,70,84,76,59,67,Inverted Winger,Medium/Medium,3,2
D. Garcia,Marseille,Ligue 1,France,19,CB,CDM,41.7,76,85,Right,189,86,63,36,64,63,80,74,Ball Winner,Low/Medium,5,5
L. Santos,Marseille,Ligue 1,France,21,CB,,50.3,81,89,Right,187,82,72,51,61,56,86,82,Ball Playing Defender,Medium/High,3,2
C. Garcia,Marseille,Ligue 1,France,18,CF,,52.4,78,90,Right,184,85,77,80,73,76,42,83,Target Man,High/Medium,4,2
D. Pereira,Marseille,Ligue 1,France,25,CM,CDM,25.5,73,81,Right,181,80,66,79,78,83,71,75,Ball Winner,Low/Medium,2,3
O. Rossi,Marseille,Ligue 1,France,32,CB,,9.5,72,75,Left,186,85,79,55,60,66,75,70,Ball Winner,Medium/High,3,1
B. Santos,Lens,Ligue 1,France,26,CM,CDM,39.8,81,86,Right,179,81,85,72,82,84,58,85,Deep Playmaker,Medium/High,2,4
M. Laurent,Lens,Ligue 1,France,17,LB,LWB,57.1,80,91,Right,183,83,85,66,74,73,84,68,Traditional Winger,High/Low,3,3
L. Gonzalez,Lens,Ligue 1,France,21,CB,CDM,40.8,76,86,Left,191,92,64,37,69,68,81,73,Ball Playing Defender,Low/Medium,2,2
B. Novak,Lens,Ligue 1,France,28,CDM,,19.9,77,77,Right,187,92,69,82,79,80,67,79,Deep Playmaker,Medium/High,4,4
S. Martinez,Lens,Ligue 1,France,25,LB,,25.5,76,79,Right,177,78,94,62,76,70,77,80,Press Resistant,Medium/Medium,2,2
M. Costa,Lens,Ligue 1,France,21,RW,LM,31.8,73,82,Right,165,63,83,79,82,77,53,51,Creative Playmaker,High/Medium,2,2
N. Rodriguez,Lens,Ligue 1,France,20,LB,RWB,50.0,78,90,Left,184,89,94,64,82,85,78,75,Press Resistant,Medium/High,4,5
T. Silva,Lens,Ligue 1,France,31,CB,CDM,24.5,78,81,Left,193,93,77,45,60,66,83,77,Ball Playing Defender,Low/Medium,3,2
D. Costa,Lens,Ligue 1,France,28,ST,CF,32.4,79,84,Left,189,85,80,81,75,83,28,81,Target Man,Medium/High,3,3
C. Davies,Lens,Ligue 1,France,27,ST,RW,35.6,81,84,Left,195,97,77,85,66,86,48,88,Poacher,High/Low,5,2
J. Horvat,Lens,Ligue 1,France,34,CM,CAM,15.0,73,78,Right,188,91,77,61,77,86,60,71,Press Resistant,Medium/High,2,1
L. Thomas,Lens,Ligue 1,France,19,CDM,,47.7,76,89,Right,178,81,85,63,79,85,79,82,Deep Playmaker,High/Medium,2,4
C. Moreau,Lens,Ligue 1,France,32,ST,,30.5,81,83,Right,193,90,82,87,75,90,43,79,Poacher,Medium/Medium,5,1
J. Kovacic,Lens,Ligue 1,France,35,ST,LW,7.5,73,73,Right,188,85,78,78,82,77,25,73,Poacher,High/Medium,3,1
J. Laurent,Lens,Ligue 1,France,32,RM,,13.0,74,76,Right,178,78,84,88,84,78,58,55,Inverted Winger,Low/Medium,4,5
G. Martinez,Lens,Ligue 1,France,34,CM,CDM,23.5,77,81,Right,188,85,79,74,82,77,64,82,Press Resistant,High/High,2,5
S. Simon,Lens,Ligue 1,France,25,CDM,,44.0,81,88,Left,175,71,81,60,81,88,73,72,Ball Winner,Low/Medium,5,5
D. Novak,Lens,Ligue 1,France,17,RM,,64.6,83,94,Right,182,79,89,79,90,87,51,75,Inverted Winger,High/Medium,4,5
M. Kovacic,Lens,Ligue 1,France,32,CAM,,29.5,80,83,Right,172,68,83,75,80,85,57,60,Inverted Winger,High/High,5,4
L. Weber,Lens,Ligue 1,France,29,LW,RM,32.2,80,84,Right,169,74,82,72,80,83,33,67,Traditional Winger,High/Low,4,1
L. Evans,Lens,Ligue 1,France,23,RW,CAM,32.9,75,83,Right,181,77,94,73,81,77,45,65,Inverted Winger,High/Medium,3,3
K. Simon,Lens,Ligue 1,France,31,CDM,,36.0,82,86,Left,175,80,84,76,86,77,76,81,Box to Box,Low/Medium,4,4
H. Thomas,Lens,Ligue 1,France,23,CM,CDM,37.9,77,85,Right,174,78,75,77,79,82,55,76,Press Resistant,High/Low,2,3
A. Oliveira,Lens,Ligue 1,France,34,RB,LWB,17.0,75,78,Right,185,89,94,58,80,72,79,73,Press Resistant,High/Medium,4,4
K. Thomas,Lens,Ligue 1,France,24,ST,LW,30.7,77,81,Right,175,75,84,82,79,89,28,80,Target Man,High/High,3,4
A. Schneider,Ajax,Eredivisie,Netherlands,19,LB,LWB,40.2,73,86,Right,174,78,82,50,70,83,84,82,Traditional Winger,High/Medium,3,3
H. Santos,Ajax,Eredivisie,Netherlands,32,CAM,,21.5,78,79,Right,179,82,94,78,90,83,42,58,Inverted Winger,Medium/Medium,4,4
L. Santos,Ajax,Eredivisie,Netherlands,17,LM,,62.1,82,93,Left,171,75,95,84,85,85,33,51,Traditional Winger,Low/Medium,4,3
I. Ferrari,Ajax,Eredivisie,Netherlands,20,CB,CDM,36.5,72,85,Right,191,93,60,36,60,67,76,71,Ball Playing Defender,High/Low,4,1
J. Oliveira,Ajax,Eredivisie,Netherlands,22,CB,,45.6,79,88,Right,189,94,73,45,70,69,82,84,Ball Playing Defender,High/Medium,2,3
B. Santos,Ajax,Eredivisie,Netherlands,24,CB,RB,53.2,83,92,Right,183,80,60,31,57,54,88,88,Ball Winner,Medium/High,4,3
M. Laurent,Ajax,Eredivisie,Netherlands,25,CF,,38.0,81,84,Right,185,87,91,87,79,84,37,83,Target Man,High/Low,3,3
G. Oliveira,Ajax,Eredivisie,Netherlands,29,CB,RB,23.7,76,81,Right,186,91,82,52,58,66,77,76,Ball Playing Defender,High/Low,2,4
O. Santos,Ajax,Eredivisie,Netherlands,27,CDM,,13.1,72,75,Right,185,83,74,69,72,88,72,70,Ball Winner,Low/Medium,3,2
A. Horvat,Ajax,Eredivisie,Netherlands,31,CDM,,5.0,72,72,Right,175,76,71,77,75,80,85,75,Box to Box,Medium/High,5,5
J. Schneider,Ajax,Eredivisie,Netherlands,22,RM,,36.1,77,83,Right,171,67,91,73,80,82,34,50,Creative Playmaker,High/Medium,4,1
K. Pereira,Ajax,Eredivisie,Netherlands,34,GK,,27.5,81,81,Right,187,84,34,24,63,40,29,82,Sweeper Keeper,Medium/Medium,3,1
L. Schneider,Ajax,Eredivisie,Netherlands,28,RW,RM,7.4,72,72,Right,178,78,83,73,86,74,34,61,Traditional Winger,Medium/High,2,3
A. Pereira,Ajax,Eredivisie,Netherlands,25,GK,,32.5,77,83,Left,189,86,31,24,63,36,29,60,Sweeper Keeper,Medium/High,2,1
S. Thomas,Ajax,Eredivisie,Netherlands,26,CB,,36.8,81,84,Left,185,81,68,52,74,66,83,84,Ball Winner,Low/Medium,3,4
D. Roberts,Ajax,Eredivisie,Netherlands,35,LM,,14.5,74,77,Right,181,78,87,77,88,76,57,64,Traditional Winger,High/Medium,2,2
G. Moreau,Ajax,Eredivisie,Netherlands,24,RM,,49.2,82,90,Left,176,81,85,80,87,86,32,54,Creative Playmaker,High/Medium,2,3
N. Schneider,Ajax,Eredivisie,Netherlands,23,CAM,,50.9,81,91,Right,178,83,87,80,85,84,39,65,Creative Playmaker,Low/Medium,3,1
N. Brown,Ajax,Eredivisie,Netherlands,24,CB,CDM,45.7,83,87,Right,184,79,67,38,68,55,83,86,Ball Winner,High/High,4,5
M. Rodriguez,Ajax,Eredivisie,Netherlands,35,CM,CDM,31.5,82,83,Right,178,74,68,67,87,78,69,84,Box to Box,Low/Medium,3,3
M. Roberts,Ajax,Eredivisie,Netherlands,17,GK,,61.1,81,93,Right,191,93,39,24,70,47,22,82,Sweeper Keeper,Medium/High,2,1
L. Jones,Ajax,Eredivisie,Netherlands,17,LM,,59.6,81,92,Right,176,77,91,70,79,83,58,59,Traditional Winger,Low/Medium,5,1
L. Laurent,Ajax,Eredivisie,Netherlands,21,GK,,56.3,81,93,Left,193,91,43,18,75,34,28,83,Sweeper Keeper,Medium/Medium,4,1
P. Jones,Ajax,Eredivisie,Netherlands,29,ST,RW,29.2,80,82,Right,179,82,87,84,70,82,32,82,Poacher,High/Medium,5,2
L. Dubois,Ajax,Eredivisie,Netherlands,29,CAM,,27.2,78,82,Right,167,64,85,74,84,84,51,67,Inverted Winger,High/High,4,5
L. Dubois,PSV,Eredivisie,Netherlands,19,CB,,35.7,73,83,Right,187,92,64,39,73,69,73,76,Ball Winner,Low/Medium,3,2
J. Kovacic,PSV,Eredivisie,Netherlands,18,CM,CAM,56.4,79,92,Right,181,86,66,80,82,79,71,72,Press Resistant,Medium/High,4,1
G. Michel,PSV,Eredivisie,Netherlands,28,CB,RB,14.9,75,75,Right,185,85,80,37,75,52,79,75,Ball Playing Defender,High/Low,5,5
J. Taylor,PSV,Eredivisie,Netherlands,23,CDM,,30.9,73,83,Right,177,82,72,66,76,87,66,70,Deep Playmaker,High/Low,3,3
T. Thomas,PSV,Eredivisie,Netherlands,31,ST,CF,38.5,83,87,Right,175,75,90,89,66,83,33,70,Poacher,Medium/High,4,4
M. Garcia,PSV,Eredivisie,Netherlands,35,LB,RWB,40.0,83,88,Right,176,76,86,58,70,74,70,67,Traditional Winger,High/Medium,3,4
S. Smith,PSV,Eredivisie,Netherlands,26,RW,LM,19.3,74,77,Right,167,63,94,79,76,79,48,75,Traditional Winger,High/High,4,3
B. Weber,PSV,Eredivisie,Netherlands,35,CM,CAM,9.0,73,74,Right,179,82,65,60,73,79,56,86,Box to Box,Medium/High,3,1
A. Rodriguez,PSV,Eredivisie,Netherlands,22,CAM,,46.1,81,87,Right,172,70,93,84,85,86,44,50,Inverted Winger,Medium/High,5,2
L. Oliveira,PSV,Eredivisie,Netherlands,29,RW,RM,23.2,77,80,Right,168,67,95,83,90,81,34,64,Traditional Winger,Low/Medium,5,1
C. Rodriguez,PSV,Eredivisie,Netherlands,27,LB,,25.1,75,81,Left,182,87,88,64,75,77,75,81,Press Resistant,High/Low,5,3
C. Esposito,PSV,Eredivisie,Netherlands,35,CDM,,30.0,82,82,Left,174,79,79,78,82,86,67,88,Ball Winner,Low/Medium,4,4
J. Laurent,PSV,Eredivisie,Netherlands,23,RB,LWB,54.4,83,92,Right,181,86,89,58,78,80,83,68,Traditional Winger,Medium/Medium,2,4
B. Esposito,PSV,Eredivisie,Netherlands,26,CF,,25.3,74,81,Right,185,87,90,78,65,75,26,78,Target Man,High/Medium,4,1
A. Pereira,PSV,Eredivisie,Netherlands,28,CB,CDM,16.9,74,77,Left,190,86,68,43,67,54,75,78,Ball Playing Defender,High/High,3,3
L. Michel,PSV,Eredivisie,Netherlands,17,LM,,64.6,83,94,Left,182,87,84,71,87,85,43,75,Creative Playmaker,Medium/High,2,2
V. Horvat,PSV,Eredivisie,Netherlands,31,RM,,33.0,82,84,Left,174,73,87,84,82,88,57,73,Inverted Winger,Medium/High,5,1
K. Santos,PSV,Eredivisie,Netherlands,23,CB,,28.4,75,80,Right,190,91,67,34,66,52,79,80,Ball Playing Defender,High/Medium,2,4
J. Simon,PSV,Eredivisie,Netherlands,21,CAM,,27.8,72,80,Right,172,72,85,78,82,75,31,62,Inverted Winger,High/Medium,2,4
C. Schneider,PSV,Eredivisie,Netherlands,28,CB,RB,37.4,81,86,Right,189,94,71,48,60,57,83,83,Ball Playing Defender,Medium/Medium,4,5
M. Santos,PSV,Eredivisie,Netherlands,30,CB,RB,10.5,73,75,Right,187,85,77,41,68,62,75,78,Ball Winner,Medium/Medium,5,2
M. Kovacic,PSV,Eredivisie,Netherlands,32,CB,CDM,23.5,77,81,Right,193,98,74,46,56,68,81,74,Ball Playing Defender,Medium/High,2,5
J. Johnson,PSV,Eredivisie,Netherlands,32,GK,,12.0,73,76,Left,186,84,46,18,74,34,19,83,Sweeper Keeper,Medium/Medium,5,1
J. Rossi,PSV,Eredivisie,Netherlands,30,ST,RW,28.0,80,82,Left,182,77,88,85,67,83,35,87,Target Man,Low/Medium,2,1
T. Muller,Feyenoord,Eredivisie,Netherlands,22,CB,CDM,39.1,77,85,Right,185,90,72,39,60,66,82,80,Ball Winner,Low/Medium,5,2
C. Martinez,Feyenoord,Eredivisie,Netherlands,34,CB,,22.5,76,81,Left,186,87,80,31,63,51,77,82,Ball Playing Defender,Medium/Medium,4,2
J. Weber,Feyenoord,Eredivisie,Netherlands,30,ST,RW,11.5,74,75,Right,195,91,86,79,68,88,36,71,Target Man,Low/Medium,3,1
O. Simon,Feyenoord,Eredivisie,Netherlands,25,CM,CDM,27.0,76,80,Right,174,75,65,70,80,82,61,77,Ball Winner,Low/Medium,2,2
J. Williams,Feyenoord,Eredivisie,Netherlands,23,CF,,33.4,77,82,Right,177,82,91,80,79,77,34,74,Poacher,High/Medium,3,4
J. Rossi,Feyenoord,Eredivisie,Netherlands,27,RM,,25.6,77,80,Left,181,83,84,84,81,80,35,64,Traditional Winger,High/Medium,4,5
V. Brown,Feyenoord,Eredivisie,Netherlands,32,CM,CDM,10.0,74,74,Left,176,81,77,73,79,79,59,72,Box to Box,Low/Medium,5,4
L. Roberts,Feyenoord,Eredivisie,Netherlands,19,CM,CDM,48.2,78,88,Left,187,84,70,61,79,85,56,74,Ball Winner,High/High,5,2
I. Gonzalez,Feyenoord,Eredivisie,Netherlands,20,ST,,55.5,82,91,Left,176,77,91,88,69,77,33,87,Target Man,Low/Medium,2,1
L. Lopez,Feyenoord,Eredivisie,Netherlands,17,CB,,63.1,80,95,Right,191,89,71,43,72,65,82,82,Ball Winner,High/High,5,3
K. Horvat,Feyenoord,Eredivisie,Netherlands,24,CM,CDM,21.2,72,78,Right,184,82,79,73,76,85,55,82,Ball Winner,Medium/Medium,5,2
I. Pereira,Feyenoord,Eredivisie,Netherlands,24,CAM,,22.2,73,78,Right,167,71,82,87,75,78,50,66,Creative Playmaker,High/Low,5,3
S. Thomas,Feyenoord,Eredivisie,Netherlands,29,CDM,,17.7,76,77,Right,175,75,80,69,79,81,74,80,Box to Box,Low/Medium,4,1
D. Thomas,Feyenoord,Eredivisie,Netherlands,27,GK,,29.1,79,81,Right,196,96,53,19,81,31,26,62,Sweeper Keeper,High/Medium,3,1
T. Russo,Feyenoord,Eredivisie,Netherlands,33,LB,CB,13.5,73,77,Right,180,78,80,60,74,77,80,70,Traditional Winger,High/Low,4,4
J. Smith,Feyenoord,Eredivisie,Netherlands,20,CAM,,59.0,81,94,Right,173,68,92,73,78,83,37,64,Creative Playmaker,Medium/Medium,4,4
T. Martinez,Feyenoord,Eredivisie,Netherlands,32,CB,,8.0,72,74,Right,186,87,71,43,66,69,77,70,Ball Playing Defender,High/Medium,3,2
J. Popovic,Feyenoord,Eredivisie,Netherlands,17,CM,CAM,44.6,72,88,Right,178,75,79,80,72,78,57,78,Box to Box,Low/Medium,3,2
C. Esposito,Feyenoord,Eredivisie,Netherlands,22,CAM,,36.1,77,83,Left,172,73,91,83,83,83,36,65,Traditional Winger,High/Low,4,5
D. Muller,Feyenoord,Eredivisie,Netherlands,19,GK,,37.2,73,84,Right,199,103,52,19,67,36,19,75,Sweeper Keeper,Medium/Medium,4,1
C. Roberts,Feyenoord,Eredivisie,Netherlands,25,LM,,32.5,77,83,Right,185,80,90,79,76,79,48,68,Traditional Winger,High/Low,3,3
D. Santos,Feyenoord,Eredivisie,Netherlands,27,CDM,,17.1,73,77,Right,177,80,66,70,76,85,74,78,Box to Box,High/Medium,2,3
D. Evans,Feyenoord,Eredivisie,Netherlands,26,LM,,46.3,83,89,Left,170,74,90,79,75,86,30,57,Creative Playmaker,High/High,5,1
O. Russo,Feyenoord,Eredivisie,Netherlands,31,LW,LM,18.0,76,78,Right,169,72,85,71,78,79,54,56,Inverted Winger,Low/Medium,3,4
